year,month,longitude,latitude,ingenio,hacienda,area,variedad,edad,corte,lote_comercial,lote_semillero,RSD,LSD,incidencia_RSD,incidencia_LSD,prevalencia_RSD,prevalencia_LSD,NDVI,RH2M,PRECTOTCORR,WS2M,PAR,T2M,T2M_MAX,T2M_MIN,densidad_aparente_0-30cm_mean,intercambio_catiónico_0-30cm_mean,fraccion_gruesa_0-30cm_mean,arcillas_0-30cm_mean,nitrogeno_0-30cm_mean,ph_0-30cm_mean,arena_0-30cm_mean,limo_0-30cm_mean,carbono_organico_0-30cm_mean,cluster
2017,8,-76.24,3.39,13,ARGELIA,0.8,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.76,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.33,21.8,6.53,39.17,23.22,5.9,28.37,32.47,30.2,0
2017,8,-76.46,3.18,13,BALLESTEROS,1.44,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.62,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.36,21.87,3.9,36.0,22.75,5.6,24.33,39.63,33.27,0
2017,8,-76.44,3.2,13,BALLESTEROS,0.95,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.53,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.33,21.13,4.33,42.17,21.57,5.9,20.07,37.7,28.7,0
2017,8,-76.46,3.18,13,BALLESTEROS,1.26,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.38,21.93,4.0,36.27,22.43,5.5,24.43,39.27,36.53,0
2017,8,-76.46,3.18,13,BALLESTEROS,1.44,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,20.8,20.69,1.12,137.59,20.25,24.62,17.32,1.38,21.93,4.0,36.27,22.43,5.5,24.43,39.27,36.53,0
2017,8,-76.27,4.06,13,BALLESTEROS,2.07,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.37,18.2,6.0,38.83,19.7,5.8,33.1,28.07,41.4,0
2017,8,-76.27,4.06,13,BALLESTEROS,1.44,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,18.2,6.0,38.83,19.7,5.8,33.1,28.07,41.4,0
2017,8,-76.27,4.06,13,BALLESTEROS,2.68,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,18.2,6.0,38.83,19.7,5.8,33.1,28.07,41.4,0
2017,8,-76.27,4.06,13,BALLESTEROS,1.88,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,18.2,6.0,38.83,19.7,5.8,33.1,28.07,41.4,0
2017,8,-76.27,4.02,13,ARGELIA,0.8,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.35,16.83,6.9,37.93,20.47,5.8,34.5,27.57,31.9,0
2017,8,-76.27,4.02,13,ARGELIA,1.84,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.35,16.83,6.9,37.93,20.47,5.8,34.5,27.57,31.9,0
2017,8,-76.27,4.02,13,ARGELIA,3.61,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.35,16.83,6.9,37.93,20.47,5.8,34.5,27.57,31.9,0
2017,8,-76.27,4.02,13,ARGELIA,1.7,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.35,16.83,6.9,37.93,20.47,5.8,34.5,27.57,31.9,0
2017,8,-76.56,3.15,13,ARGELIA,1.7,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.48,16.11,26.91,0.33,137.59,15.88,20.55,12.37,1.32,22.2,5.2,40.07,21.86,5.43,27.13,32.8,38.57,0
2017,8,-76.56,3.15,13,ARGELIA,3.61,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.48,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.32,22.2,5.2,40.07,21.86,5.43,27.13,32.8,38.57,0
2017,8,-76.29,4.04,13,ARGELIA,1.7,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,16.11,26.91,0.33,137.59,15.88,20.55,12.37,1.38,18.83,5.67,39.83,20.06,5.8,31.27,28.93,37.3,0
2017,8,-76.56,3.15,13,ARGELIA,0.8,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.48,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.32,22.2,5.2,40.07,21.86,5.43,27.13,32.8,38.57,0
2017,8,-76.34,3.33,13,BALLESTEROS,0.95,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,20.27,4.03,38.3,21.21,5.6,24.13,37.57,26.13,0
2017,8,-76.34,3.33,13,BALLESTEROS,1.77,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,20.27,4.03,38.3,21.21,5.6,24.13,37.57,26.13,0
2017,8,-76.34,3.33,13,BALLESTEROS,1.26,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,20.27,4.03,38.3,21.21,5.6,24.13,37.57,26.13,0
2017,8,-76.56,3.15,13,ARGELIA,1.84,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.48,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.32,22.2,5.2,40.07,21.86,5.43,27.13,32.8,38.57,0
2017,8,-76.29,4.04,13,ARGELIA,1.84,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.38,18.83,5.67,39.83,20.06,5.8,31.27,28.93,37.3,0
2017,8,-76.34,3.33,13,BALLESTEROS,2.07,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,20.27,4.03,38.3,21.21,5.6,24.13,37.57,26.13,0
2017,8,-76.46,3.18,13,BALLESTEROS,2.68,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.38,21.93,4.0,36.27,22.43,5.5,24.43,39.27,36.53,0
2017,8,-76.46,3.18,13,BALLESTEROS,1.88,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.38,21.93,4.0,36.27,22.43,5.5,24.43,39.27,36.53,0
2017,8,-76.29,4.04,13,ARGELIA,3.61,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.38,18.83,5.67,39.83,20.06,5.8,31.27,28.93,37.3,0
2017,8,-76.29,4.04,13,ARGELIA,0.8,CC 01-1940,6.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.38,18.83,5.67,39.83,20.06,5.8,31.27,28.93,37.3,0
2017,8,-76.34,3.33,13,BALLESTEROS,1.88,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.37,20.27,4.03,38.3,21.21,5.6,24.13,37.57,26.13,0
2017,8,-76.34,3.33,13,BALLESTEROS,2.68,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.37,20.27,4.03,38.3,21.21,5.6,24.13,37.57,26.13,0
2017,8,-76.34,3.33,13,BALLESTEROS,1.44,CC 01-1940,6.02,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.37,20.27,4.03,38.3,21.21,5.6,24.13,37.57,26.13,0
2017,8,-76.14,4.3,11,VENECIA,1.15,CC 92-2282,6.7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.33,19.13,7.0,36.87,20.92,5.5,25.77,37.33,43.4,0
2017,8,-75.87,4.33,11,PERALONSO,3.6,CC 93-3826,6.8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,20.8,20.69,1.12,140.37,20.25,24.62,17.32,1.1,27.2,7.17,37.7,25.39,5.6,25.73,36.6,44.67,1
2017,8,-76.17,4.21,11,NORMANDIA,3.92,CC 85-92,6.7,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.76,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.34,20.03,7.47,37.13,21.65,5.63,25.83,37.0,33.13,0
2017,8,-76.15,4.29,11,NORMANDIA,1.0,CC 99-2282,6.7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,20.8,20.69,1.12,137.59,20.25,24.62,17.32,1.34,20.3,5.33,37.07,22.41,5.7,25.13,37.8,37.9,0
2017,8,-76.15,4.29,11,NORMANDIA,3.92,CC 85-92,6.7,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,18.82,15.37,0.72,140.37,17.89,22.39,14.64,1.34,20.3,5.33,37.07,22.41,5.7,25.13,37.8,37.9,0
2017,8,-76.15,4.24,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.79,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.34,21.97,7.2,38.2,21.51,5.6,23.6,38.2,33.83,0
2017,8,-76.17,4.21,11,NORMANDIA,1.0,CC 99-2282,6.7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.76,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.34,20.03,7.47,37.13,21.65,5.63,25.83,37.0,33.13,0
2017,8,-76.14,4.3,11,VENECIA,2.2,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.44,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.33,19.13,7.0,36.87,20.92,5.5,25.77,37.33,43.4,0
2017,8,-76.19,4.26,11,NORMANDIA,1.0,CC 99-2282,6.7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.32,22.03,5.7,36.57,20.28,5.9,23.37,40.07,34.1,0
2017,8,-76.13,4.31,11,VENECIA,2.2,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.33,17.87,6.57,36.1,21.71,5.5,23.9,39.93,39.1,0
2017,8,-76.13,4.3,11,VENECIA,1.15,CC 92-2282,6.7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.34,20.1,6.93,36.27,20.02,5.5,24.73,39.03,36.63,0
2017,8,-76.14,4.24,11,PERALONSO,3.6,CC 93-3826,6.8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.29,20.83,8.3,39.43,22.97,5.5,26.8,33.73,39.43,0
2017,8,-76.14,4.23,11,VENECIA,2.2,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.31,22.93,9.2,37.57,23.82,5.7,26.43,35.97,39.57,0
2017,8,-76.16,4.32,11,PERALONSO,3.6,CC 93-3826,6.8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,18.82,15.37,0.72,140.37,17.89,22.39,14.64,1.32,20.1,4.83,36.73,24.68,5.47,24.0,39.3,39.67,0
2017,8,-76.14,4.23,11,VENECIA,1.15,CC 92-2282,6.7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.31,22.93,9.2,37.57,23.82,5.7,26.43,35.97,39.57,0
2017,8,-76.19,4.26,11,NORMANDIA,3.92,CC 85-92,6.7,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.69,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.32,22.03,5.7,36.57,20.28,5.9,23.37,40.07,34.1,0
2017,8,-76.13,4.31,11,VENECIA,1.15,CC 92-2282,6.7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.33,17.87,6.57,36.1,21.71,5.5,23.9,39.93,39.1,0
2017,8,-76.13,4.3,11,VENECIA,2.2,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.37,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.34,20.1,6.93,36.27,20.02,5.5,24.73,39.03,36.63,0
2017,8,-75.89,4.97,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.81,18.82,15.37,0.72,140.37,17.89,22.39,14.64,1.11,16.57,6.77,40.0,23.58,5.3,25.53,34.5,39.2,0
2017,8,-76.35,3.11,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,18.82,15.37,0.72,140.37,17.89,22.39,14.64,1.28,22.47,6.23,36.6,22.85,5.8,25.27,38.07,32.23,0
2017,8,-76.34,3.1,11,RIOPAILA,3.67,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,18.82,15.37,0.72,140.37,17.89,22.39,14.64,1.23,21.57,10.2,36.67,24.01,5.9,25.23,38.13,34.03,0
2017,8,-76.34,3.1,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.23,21.57,10.2,36.67,24.01,5.9,25.23,38.13,34.03,0
2017,8,-76.34,3.1,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.23,21.57,10.2,36.67,24.01,5.9,25.23,38.13,34.03,0
2017,8,-75.97,4.77,11,NORMANDIA,1.0,CC 99-2282,6.7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.52,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.28,19.83,9.2,41.37,23.55,5.53,27.2,31.43,42.9,0
2017,8,-75.97,4.77,11,NORMANDIA,3.92,CC 85-92,6.7,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.52,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.28,19.83,9.2,41.37,23.55,5.53,27.2,31.43,42.9,0
2017,8,-76.11,4.41,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.61,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.32,21.07,7.1,38.27,23.56,5.57,24.9,36.83,38.43,0
2017,8,-76.18,4.16,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.3,23.63,4.43,33.93,25.76,5.7,31.5,34.53,46.8,0
2017,8,-76.01,4.6,11,VENECIA,1.15,CC 92-2282,6.7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.29,17.6,3.3,39.7,23.93,5.47,29.37,30.93,38.47,0
2017,8,-76.01,4.6,11,VENECIA,2.2,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.29,17.6,3.3,39.7,23.93,5.47,29.37,30.93,38.47,0
2017,8,-75.86,4.35,11,RIOPAILA,3.67,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,18.82,15.37,0.72,140.37,17.89,22.39,14.64,1.14,23.4,6.5,38.5,25.0,5.33,24.8,36.73,39.8,1
2017,8,-75.86,4.35,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.14,23.4,6.5,38.5,25.0,5.33,24.8,36.73,39.8,1
2017,8,-76.07,4.34,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,20.8,20.69,1.12,137.59,20.25,24.62,17.32,1.32,20.73,7.7,39.17,20.78,5.3,26.43,34.37,32.03,0
2017,8,-76.08,4.34,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,18.82,15.37,0.72,134.29,17.89,22.39,14.64,1.31,18.73,7.0,37.17,19.47,5.4,26.1,36.73,34.5,0
2017,8,-76.09,4.35,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.61,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.33,19.0,4.9,37.57,21.31,5.37,25.37,37.03,36.57,0
2017,8,-76.07,4.34,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.81,16.11,26.91,0.33,137.59,15.88,20.55,12.37,1.31,20.43,7.1,38.97,21.82,5.4,24.8,36.23,36.43,0
2017,8,-75.86,4.35,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.14,23.4,6.5,38.5,25.0,5.33,24.8,36.73,39.8,1
2017,8,-76.44,3.33,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.38,22.53,3.97,39.37,21.98,5.67,19.37,41.3,28.97,0
2017,8,-76.51,3.26,11,PERALONSO,3.6,CC 93-3826,6.8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.37,21.9,2.13,44.03,23.8,5.6,23.87,32.13,33.1,0
2017,8,-76.44,3.33,11,RIOPAILA,3.67,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.38,22.53,3.97,39.37,21.98,5.67,19.37,41.3,28.97,0
2017,8,-76.06,4.51,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,16.24,3.7,0.77,134.29,15.3,20.06,11.92,1.31,24.23,2.93,35.6,25.51,5.7,26.2,38.2,34.8,0
2017,8,-76.35,3.12,11,PERALONSO,3.6,CC 93-3826,6.8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,16.95,8.34,0.41,134.29,16.01,20.72,12.42,1.3,19.0,5.73,39.93,21.5,5.7,21.8,38.27,31.53,0
2017,8,-76.2,4.2,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.79,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.31,19.53,7.37,35.47,20.43,5.5,22.53,42.0,28.13,0
2017,8,-76.33,3.49,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.45,21.43,3.3,37.47,18.45,6.13,24.63,37.93,27.3,0
2017,8,-76.34,3.48,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,15.83,2.75,1.53,138.82,14.7,21.37,9.12,1.45,24.5,4.3,36.33,20.86,6.07,22.9,40.77,26.77,0
2017,8,-75.88,4.97,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.82,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.13,19.17,6.67,35.67,24.17,5.2,28.7,35.6,33.63,0
2017,8,-76.43,3.3,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.74,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.35,20.0,5.8,35.63,21.41,5.63,22.77,41.6,29.83,0
2017,8,-75.89,4.96,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.81,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.18,19.5,8.67,38.17,24.19,5.23,27.07,34.73,44.57,0
2017,8,-75.86,4.35,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.14,23.4,6.5,38.5,25.0,5.33,24.8,36.73,39.8,1
2017,8,-76.23,4.18,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.73,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.38,20.77,4.97,37.87,24.65,5.57,26.6,35.53,35.0,0
2017,8,-76.13,4.43,11,VENECIA,2.2,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.27,25.1,6.37,36.97,30.65,5.7,26.6,36.43,36.63,0
2017,8,-76.13,4.43,11,PERALONSO,3.6,CC 93-3826,6.8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.31,21.83,5.53,40.0,24.95,5.8,24.37,35.63,39.17,0
2017,8,-76.1,4.33,11,RIOPAILA,3.67,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.29,19.5,6.5,34.53,22.72,5.3,24.87,40.6,36.3,0
2017,8,-76.13,4.43,11,VENECIA,1.15,CC 92-2282,6.7,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,15.83,2.75,1.53,138.82,14.7,21.37,9.12,1.27,25.1,6.37,36.97,30.65,5.7,26.6,36.43,36.63,0
2017,8,-76.1,4.33,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.29,19.5,6.5,34.53,22.72,5.3,24.87,40.6,36.3,0
2017,8,-76.52,3.29,11,NORMANDIA,1.0,CC 99-2282,6.7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.53,14.37,3.27,1.34,138.82,13.37,19.58,8.51,1.32,23.3,5.73,39.3,20.23,5.37,25.53,35.13,38.07,0
2017,8,-76.25,3.33,11,ELCEDRITO,3.74,CC 01-1940,6.7,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.73,18.08,4.58,2.2,133.66,17.07,22.08,14.06,1.31,21.0,5.23,40.33,23.37,5.93,26.5,33.13,33.8,0
2017,8,-76.35,3.11,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,18.08,4.58,2.2,133.66,17.07,22.08,14.06,1.28,22.47,6.23,36.6,22.85,5.8,25.27,38.07,32.23,0
2017,8,-76.35,3.11,11,RIOPAILA,3.4,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,15.93,9.04,2.06,137.66,14.34,20.48,10.19,1.28,22.47,6.23,36.6,22.85,5.8,25.27,38.07,32.23,0
2017,8,-76.35,3.11,11,RIOPAILA,3.67,CC 97-7170,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,18.08,4.58,2.2,133.66,17.07,22.08,14.06,1.28,22.47,6.23,36.6,22.85,5.8,25.27,38.07,32.23,0
2017,8,-76.52,3.29,11,NORMANDIA,3.92,CC 85-92,6.7,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.53,18.08,4.58,2.2,133.66,17.07,22.08,14.06,1.32,23.3,5.73,39.3,20.23,5.37,25.53,35.13,38.07,0
2017,8,-76.03,4.61,11,PERALONSO,3.6,CC 93-3826,6.8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,18.08,4.58,2.2,133.66,17.07,22.08,14.06,1.34,19.7,3.73,39.9,24.89,5.77,25.93,34.17,33.47,0
2017,8,-75.91,4.85,2,PERGOLAI,2.68,CC 97-7170,7.25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,15.93,9.04,2.06,137.66,14.34,20.48,10.19,1.25,18.97,9.9,39.13,28.09,5.43,30.7,30.13,47.27,0
2017,8,-76.25,3.37,2,PERGOLAI,2.68,CC 97-7170,7.25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,16.59,7.9,2.27,137.66,15.24,20.9,11.62,1.37,21.3,5.03,39.1,20.68,6.07,29.5,31.37,32.5,0
2017,8,-76.38,3.16,2,PERGOLAI,2.68,CC 97-7170,7.25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,18.08,4.58,2.2,133.66,17.07,22.08,14.06,1.38,18.8,2.73,38.5,21.99,5.73,20.43,41.07,27.73,0
2017,8,-76.27,3.35,2,PERGOLAI,2.68,CC 97-7170,7.25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,18.08,4.58,2.2,133.66,17.07,22.08,14.06,1.38,23.4,8.13,37.57,22.41,6.03,25.0,37.4,31.83,0
2017,8,-76.24,3.36,2,PERGOLAI,2.68,CC 97-7170,7.25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,16.59,7.9,2.27,137.66,15.24,20.9,11.62,1.31,21.3,6.43,42.67,21.81,5.8,26.67,30.63,31.9,0
2017,8,-75.91,4.86,2,PERGOLAI,2.68,CC 97-7170,7.25,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,16.59,7.9,2.27,137.66,15.24,20.9,11.62,1.27,18.4,9.33,36.73,26.59,5.33,30.6,32.67,41.17,0
2017,8,-76.54,3.22,11,VALPARAISO,3.69,CC 93-3826,6.7,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,15.93,9.04,2.06,137.66,14.34,20.48,10.19,1.36,16.83,4.8,37.67,21.8,5.43,31.9,30.43,42.07,0
